TICKER,DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
VN30,5/3/12,0.53904,0.54183,0.53205,0.5361,24058930
VN30,5/4/12,0.53681,0.54521,0.53681,0.5425,27040280
VN30,5/7/12,0.54761,0.55254,0.5464,0.5523,27745500
VN30,5/8/12,0.55429,0.56145,0.55253,0.55702,38157830
VN30,5/9/12,0.5572,0.56055,0.55442,0.55735,26645270
VN30,5/10/12,0.55931,0.56153,0.55162,0.55474,32479070
VN30,5/11/12,0.55492,0.55715,0.54787,0.54794,24157180
VN30,5/14/12,0.54627,0.54975,0.53625,0.53635,29196100
VN30,5/15/12,0.53301,0.53584,0.5229,0.5229,30385460
VN30,5/16/12,0.5227,0.52727,0.51604,0.5197,24856130
VN30,5/17/12,0.51978,0.52408,0.51346,0.51346,19892170
VN30,5/18/12,0.5107,0.5107,0.50021,0.50461,29219270
VN30,5/21/12,0.50794,0.51893,0.50758,0.51886,15988150
VN30,5/22/12,0.52069,0.52383,0.51512,0.51686,18684970
VN30,5/23/12,0.51242,0.51633,0.50835,0.50845,18270990
VN30,5/24/12,0.5042,0.50976,0.49993,0.50158,18293420
VN30,5/25/12,0.50827,0.51459,0.5077,0.51427,16691520
VN30,5/28/12,0.52146,0.52147,0.51133,0.51344,18686950
VN30,5/29/12,0.51047,0.51233,0.50855,0.51081,12832450
VN30,5/30/12,0.51362,0.51615,0.51163,0.51338,13465860
VN30,5/31/12,0.50892,0.51169,0.50635,0.50707,12134860
VN30,6/1/12,0.50906,0.50952,0.5046,0.50565,10867510
VN30,6/5/12,0.49063,0.49802,0.49063,0.49802,16852650
VN30,6/6/12,0.49866,0.50499,0.49848,0.50411,13196930
VN30,6/7/12,0.50856,0.51297,0.50639,0.50941,22683510
VN30,6/8/12,0.51107,0.51588,0.50815,0.50815,22572550
VN30,6/11/12,0.50809,0.51294,0.50652,0.50999,19853360
VN30,6/12/12,0.50864,0.50972,0.50527,0.50649,15637390
VN30,6/13/12,0.5076,0.5076,0.50316,0.50419,19132000
VN30,6/14/12,0.50082,0.5041,0.49863,0.50024,18984350
VN30,6/15/12,0.50065,0.50925,0.50065,0.50794,41932730
VN30,6/18/12,0.50451,0.50993,0.50284,0.50794,27309690
VN30,6/19/12,0.50837,0.5106,0.50502,0.50667,12686660
VN30,6/20/12,0.50723,0.51037,0.50402,0.50823,10659030
VN30,6/21/12,0.50485,0.50784,0.50452,0.50471,13235290
VN30,6/22/12,0.50397,0.50421,0.4994,0.50034,17344890
VN30,6/25/12,0.49937,0.50358,0.49643,0.49809,16440300
VN30,6/26/12,0.49672,0.49672,0.49234,0.49373,17757760
VN30,6/27/12,0.49463,0.49729,0.49272,0.49277,13389820
VN30,6/28/12,0.4925,0.49338,0.48993,0.49171,11860590
VN30,6/29/12,0.49403,0.49773,0.49248,0.49773,9128190
VN30,7/2/12,0.49645,0.49847,0.49133,0.49266,12212060
VN30,7/3/12,0.48992,0.491,0.48518,0.48695,14683870
VN30,7/4/12,0.48769,0.49086,0.48542,0.48542,8391490
VN30,7/5/12,0.48527,0.48882,0.48375,0.48882,9448850
VN30,7/6/12,0.48941,0.49374,0.48899,0.49064,10898270
VN30,7/9/12,0.48775,0.48899,0.48203,0.48249,10271450
VN30,7/10/12,0.48221,0.48413,0.47958,0.47958,8040590
VN30,7/11/12,0.47915,0.48281,0.47915,0.48157,6954660
VN30,7/12/12,0.47988,0.48368,0.47954,0.48312,8347310
VN30,7/13/12,0.48456,0.49244,0.48456,0.49236,16376060
VN30,7/16/12,0.49347,0.49406,0.48808,0.48863,10311370
VN30,7/17/12,0.48462,0.49342,0.48462,0.49304,12630900
VN30,7/18/12,0.49334,0.49561,0.49173,0.49411,12593700
VN30,7/19/12,0.49816,0.5026,0.49816,0.5026,25713470
VN30,7/20/12,0.50567,0.50636,0.49743,0.49743,26190500
VN30,7/23/12,0.49665,0.50033,0.49508,0.49586,16284250
VN30,7/24/12,0.4943,0.49523,0.48925,0.49134,14977060
VN30,7/25/12,0.48816,0.49143,0.48762,0.48837,13740230
VN30,7/26/12,0.48889,0.49265,0.48862,0.49078,11820710
VN30,7/27/12,0.49291,0.49388,0.48847,0.48961,13734720
VN30,7/30/12,0.48718,0.49295,0.48657,0.49229,11244180
VN30,7/31/12,0.49186,0.49376,0.49115,0.49198,7602800
VN30,8/1/12,0.491,0.49126,0.48765,0.48976,9531560
VN30,8/2/12,0.49243,0.49569,0.49215,0.49412,6915300
VN30,8/3/12,0.49632,0.49849,0.49595,0.49738,6726430
VN30,8/6/12,0.4979,0.50401,0.4979,0.50297,15402530
VN30,8/7/12,0.50336,0.50572,0.50207,0.50207,8888470
VN30,8/8/12,0.5017,0.504,0.50044,0.50374,7855210
VN30,8/9/12,0.50491,0.50911,0.50487,0.50858,12453210
VN30,8/10/12,0.50928,0.50928,0.5058,0.5066,9349540
VN30,8/13/12,0.50583,0.50899,0.50437,0.50899,7181270
VN30,8/14/12,0.51114,0.5148,0.50849,0.51336,30324580
VN30,8/15/12,0.51383,0.51767,0.51383,0.51605,14848140
VN30,8/17/12,0.51466,0.51709,0.51346,0.51555,13380680
VN30,8/20/12,0.51747,0.52175,0.51662,0.52128,14521720
VN30,8/21/12,0.51061,0.51061,0.49559,0.49639,27332260
VN30,8/22/12,0.48087,0.4899,0.48058,0.48632,26402160
VN30,8/23/12,0.47282,0.47285,0.46311,0.46483,22651350
VN30,8/24/12,0.44865,0.47538,0.44606,0.47275,38805910
VN30,8/27/12,0.46631,0.468,0.45484,0.45632,19878860
VN30,8/29/12,0.45734,0.463,0.45734,0.45964,17012200
VN30,8/30/12,0.46145,0.46859,0.45954,0.46542,13932960
VN30,8/31/12,0.46535,0.46825,0.4631,0.46529,12040870
VN30,9/4/12,0.46659,0.47491,0.46657,0.47278,10106670
VN30,9/5/12,0.47342,0.476,0.46606,0.46946,16843580
VN30,9/6/12,0.46677,0.46931,0.46358,0.46363,10712960
VN30,9/7/12,0.46395,0.46726,0.46241,0.46594,11558410
VN30,9/10/12,0.46393,0.46454,0.45263,0.45559,19762320
VN30,9/11/12,0.44961,0.45399,0.44961,0.45339,13463990
VN30,9/12/12,0.45461,0.4554,0.45275,0.45396,13243200
VN30,9/13/12,0.45387,0.45611,0.45235,0.45611,12860540
VN30,9/14/12,0.46313,0.46408,0.46016,0.46097,9038110
VN30,9/17/12,0.46418,0.47247,0.46418,0.46832,12867500
VN30,9/18/12,0.47013,0.47364,0.45926,0.46044,18361190
VN30,9/19/12,0.45424,0.46094,0.45424,0.45713,19379370
VN30,9/20/12,0.45389,0.45471,0.4454,0.44966,21442210
VN30,9/21/12,0.45228,0.45753,0.45228,0.45753,31533840
VN30,9/24/12,0.45545,0.45793,0.45384,0.45452,11338500
VN30,9/25/12,0.45525,0.4591,0.45352,0.45652,9220770
VN30,9/26/12,0.4577,0.46375,0.45763,0.46023,9851470
VN30,9/27/12,0.46186,0.46285,0.45539,0.45838,10034640
VN30,9/28/12,0.45662,0.45835,0.45468,0.45648,9500880
VN30,10/1/12,0.45482,0.45527,0.45043,0.45155,12025080
VN30,10/2/12,0.45123,0.45225,0.44865,0.44897,12514410
VN30,10/3/12,0.45053,0.45259,0.44735,0.45044,11155180
VN30,10/4/12,0.45048,0.45157,0.44816,0.44962,9268000
VN30,10/5/12,0.45044,0.4532,0.4496,0.4532,12706870
VN30,10/8/12,0.45248,0.46026,0.45248,0.46026,15114270
VN30,10/9/12,0.46106,0.46251,0.45847,0.46009,14073140
VN30,10/10/12,0.45936,0.46171,0.45745,0.46171,14419490
VN30,10/11/12,0.4624,0.46524,0.46128,0.46128,17366460
VN30,10/12/12,0.46109,0.46307,0.45995,0.46018,21402350
VN30,10/15/12,0.45957,0.46282,0.45956,0.46134,15128700
VN30,10/16/12,0.46163,0.47168,0.46163,0.47168,16902790
VN30,10/17/12,0.47205,0.47367,0.46803,0.46939,14920560
VN30,10/18/12,0.46779,0.47231,0.46739,0.47196,17248140
VN30,10/19/12,0.47274,0.47449,0.46645,0.47126,19935740
VN30,10/22/12,0.47072,0.47094,0.46648,0.46918,7233720
VN30,10/23/12,0.47051,0.47099,0.46759,0.46982,10962160
VN30,10/24/12,0.47013,0.47057,0.46632,0.46662,7562330
VN30,10/25/12,0.46431,0.46481,0.45923,0.45993,13077100
VN30,10/26/12,0.45943,0.46394,0.45943,0.46216,6014510
VN30,10/29/12,0.46057,0.46325,0.4597,0.46103,6797840
VN30,10/30/12,0.46091,0.46271,0.45904,0.45904,7335090
VN30,10/31/12,0.45841,0.46057,0.45638,0.45856,7798980
VN30,11/1/12,0.4583,0.46076,0.45806,0.45806,12100770
VN30,11/2/12,0.45283,0.45283,0.44142,0.4419,22143910
VN30,11/5/12,0.43729,0.44651,0.43716,0.44651,10589160
VN30,11/6/12,0.44605,0.44931,0.44386,0.44663,9852960
VN30,11/7/12,0.44742,0.4514,0.44453,0.45083,12812750
VN30,11/8/12,0.44912,0.45578,0.44846,0.45578,10810680
VN30,11/9/12,0.45607,0.45723,0.4532,0.45723,11386510
VN30,11/12/12,0.45592,0.46064,0.45592,0.46014,13181090
VN30,11/13/12,0.4575,0.45865,0.45508,0.45508,9990180
VN30,11/14/12,0.45409,0.45986,0.45377,0.45821,9395630
VN30,11/15/12,0.46072,0.46197,0.45635,0.45708,9999890
VN30,11/16/12,0.45482,0.45579,0.4521,0.45567,6214090
VN30,11/19/12,0.45463,0.45592,0.45104,0.45236,8422680
VN30,11/20/12,0.45212,0.45566,0.4504,0.4551,9241690
VN30,11/21/12,0.45457,0.45643,0.45155,0.45287,8537910
VN30,11/22/12,0.45176,0.45343,0.45094,0.45224,4809550
VN30,11/23/12,0.45242,0.45346,0.44909,0.44973,6769430
VN30,11/26/12,0.45054,0.45064,0.44454,0.44517,6304590
VN30,11/27/12,0.44489,0.44577,0.44247,0.44368,4541820
VN30,11/28/12,0.44251,0.4435,0.43932,0.44149,5721170
VN30,11/29/12,0.44257,0.44466,0.44216,0.44427,4906570
VN30,11/30/12,0.44516,0.44664,0.44268,0.44368,6616030
VN30,12/3/12,0.4436,0.44572,0.44039,0.44572,6997180
VN30,12/4/12,0.44547,0.44809,0.44434,0.44802,9836230
VN30,12/6/12,0.45126,0.45234,0.44984,0.45172,7163480
VN30,12/7/12,0.45251,0.45256,0.44981,0.44981,9609430
VN30,12/10/12,0.45146,0.45442,0.4498,0.45369,13182740
VN30,12/11/12,0.45305,0.4559,0.45245,0.4559,13625300
VN30,12/12/12,0.45459,0.46078,0.45214,0.45764,16901580
VN30,12/13/12,0.4586,0.46112,0.4568,0.45783,13936450
VN30,12/14/12,0.45953,0.463,0.45953,0.46074,12356180
VN30,12/17/12,0.45933,0.46462,0.45933,0.46225,19447800
VN30,12/18/12,0.46523,0.46523,0.45938,0.46042,18691480
VN30,12/19/12,0.46308,0.46712,0.46236,0.46712,29233490
VN30,12/20/12,0.46738,0.46975,0.46572,0.46832,29525070
VN30,12/21/12,0.466,0.4689,0.46044,0.46524,34060170
VN30,12/24/12,0.46523,0.46847,0.46357,0.46699,14118970
VN30,12/25/12,0.46895,0.46924,0.46472,0.46915,14816640
VN30,12/26/12,0.46679,0.47593,0.46515,0.47593,20414860
VN30,12/27/12,0.47618,0.48215,0.47618,0.48085,23956110
VN30,12/28/12,0.48073,0.48538,0.47755,0.48538,16518080
VN30,1/2/13,0.48641,0.49229,0.48537,0.49082,22641550
VN30,1/3/13,0.49255,0.49255,0.48384,0.49134,32691800
VN30,1/4/13,0.48971,0.49985,0.48795,0.49831,20146300
VN30,1/7/13,0.50058,0.50961,0.49854,0.50918,26031020
VN30,1/8/13,0.51241,0.52536,0.51164,0.52536,32892880
VN30,1/9/13,0.53418,0.53975,0.52164,0.53152,61607930
VN30,1/10/13,0.5301,0.5458,0.52632,0.5458,33051070
VN30,1/11/13,0.55664,0.55664,0.54524,0.54572,29857520
VN30,1/14/13,0.53843,0.54223,0.53341,0.53742,26016240
VN30,1/15/13,0.53837,0.54273,0.53559,0.54273,29523420
VN30,1/16/13,0.54432,0.55211,0.54373,0.54634,30711880
VN30,1/17/13,0.54587,0.54746,0.53775,0.53775,31723670
VN30,1/18/13,0.53835,0.53966,0.52951,0.53497,29142270
VN30,1/21/13,0.53472,0.53681,0.52789,0.52789,12761250
VN30,1/22/13,0.53091,0.53091,0.51893,0.52119,17301730
VN30,1/23/13,0.52171,0.52633,0.51932,0.52192,12905400
VN30,1/24/13,0.5234,0.53218,0.52256,0.53211,11320000
VN30,1/25/13,0.53559,0.54731,0.53559,0.54731,23302400
VN30,1/28/13,0.55184,0.56844,0.55184,0.5626,37768410
VN30,1/29/13,0.56128,0.5696,0.55857,0.5696,34904250
VN30,1/30/13,0.57225,0.577,0.56815,0.57276,29159290
VN30,1/31/13,0.56901,0.5696,0.56381,0.56401,20070490
VN30,2/1/13,0.56291,0.56609,0.55531,0.56609,18839890
VN30,2/4/13,0.56636,0.56968,0.56207,0.56207,16871520
VN30,2/5/13,0.561,0.56292,0.55683,0.55683,21055240
VN30,2/6/13,0.56064,0.57052,0.56064,0.57003,20009590
VN30,2/7/13,0.57024,0.57299,0.57024,0.57159,17594510
VN30,2/8/13,0.57339,0.57647,0.56957,0.57418,12007720
VN30,2/18/13,0.57769,0.57857,0.57376,0.57443,17174080
VN30,2/19/13,0.57374,0.57488,0.56932,0.57022,26807910
VN30,2/20/13,0.56583,0.57373,0.56538,0.57238,19244500
VN30,2/21/13,0.5716,0.57447,0.55042,0.55042,27072530
VN30,2/22/13,0.5571,0.5627,0.54252,0.55133,29462370
VN30,2/25/13,0.55767,0.55817,0.55569,0.55817,13373010
VN30,2/26/13,0.55773,0.55773,0.53569,0.53694,24142770
VN30,2/27/13,0.53715,0.53957,0.52976,0.53586,18025740
VN30,2/28/13,0.53935,0.54775,0.53935,0.54568,17404590
VN30,3/1/13,0.54892,0.55149,0.54685,0.5477,12333780
VN30,3/4/13,0.54618,0.54947,0.53453,0.53453,19607530
VN30,3/5/13,0.53374,0.53388,0.5258,0.52829,14685030
VN30,3/6/13,0.53281,0.53908,0.53137,0.53908,9619410
VN30,3/7/13,0.54071,0.54211,0.53369,0.53369,14167490
VN30,3/8/13,0.53582,0.54165,0.53582,0.54001,8670280
VN30,3/11/13,0.54244,0.55022,0.54144,0.55022,15131880
VN30,3/12/13,0.54733,0.55198,0.54189,0.54763,17545750
VN30,3/13/13,0.54952,0.551,0.54271,0.54294,16299510
VN30,3/14/13,0.54114,0.54615,0.54041,0.54615,16328330
VN30,3/15/13,0.54698,0.55333,0.54586,0.55333,40230250
VN30,3/18/13,0.55319,0.55319,0.54872,0.54872,12676510
VN30,3/19/13,0.54704,0.5498,0.54523,0.54722,10403080
VN30,3/20/13,0.54715,0.55339,0.5471,0.55115,15467200
VN30,3/21/13,0.55291,0.56117,0.55246,0.55939,16237050
VN30,3/22/13,0.56004,0.56608,0.5518,0.55484,16939290
VN30,3/25/13,0.5552,0.56181,0.55412,0.56181,11961010
VN30,3/26/13,0.56331,0.56392,0.55717,0.55717,10965070
VN30,3/27/13,0.55807,0.55829,0.55483,0.55483,10932720
VN30,3/28/13,0.55614,0.55616,0.55047,0.55192,10802590
VN30,3/29/13,0.54421,0.55388,0.54417,0.55228,10336750
VN30,4/1/13,0.56266,0.56698,0.56266,0.56698,16180320
VN30,4/2/13,0.56804,0.57733,0.56804,0.5735,28288150
VN30,4/3/13,0.57238,0.57562,0.56725,0.56933,19646830
VN30,4/4/13,0.56945,0.57145,0.56409,0.56439,18312940
VN30,4/5/13,0.56766,0.57083,0.56405,0.5702,14687580
VN30,4/8/13,0.57222,0.57606,0.5697,0.57502,17717230
VN30,4/9/13,0.57321,0.57904,0.57258,0.57593,18698050
VN30,4/10/13,0.57624,0.58101,0.55837,0.55837,23132400
VN30,4/11/13,0.56204,0.56576,0.55756,0.56576,20175540
VN30,4/12/13,0.56668,0.56694,0.55224,0.55777,17713560
VN30,4/15/13,0.55544,0.55544,0.53956,0.54083,18673890
VN30,4/16/13,0.53444,0.53964,0.52582,0.53817,16660010
VN30,4/17/13,0.54275,0.5449,0.53682,0.54399,8760310
VN30,4/18/13,0.53797,0.53955,0.52926,0.53244,13627580
VN30,4/22/13,0.53023,0.53112,0.52543,0.52763,12079560
VN30,4/23/13,0.52817,0.53424,0.52816,0.53224,9463180
VN30,4/24/13,0.53297,0.53543,0.53169,0.53169,10240790
VN30,4/25/13,0.5345,0.53779,0.5345,0.53723,9147670
VN30,4/26/13,0.53872,0.5406,0.53579,0.53737,8239310
VN30,5/2/13,0.53615,0.5396,0.53451,0.53625,6709280
VN30,5/3/13,0.53387,0.53933,0.53369,0.53933,7278390
VN30,5/6/13,0.54229,0.55199,0.54229,0.55199,13222940
VN30,5/7/13,0.55345,0.55564,0.54785,0.54957,15855600
VN30,5/8/13,0.55128,0.55226,0.54858,0.54974,11718560
VN30,5/9/13,0.54928,0.55387,0.54928,0.55253,12649240
VN30,5/10/13,0,0,0,0.55253,0
VN30,5/13/13,0.55255,0.55523,0.55255,0.55438,9991930
VN30,5/14/13,0.55264,0.55264,0.54565,0.54827,14586000
VN30,5/15/13,0.54787,0.55303,0.54767,0.55181,13452350
VN30,5/16/13,0.55226,0.55776,0.55193,0.55601,18171560
VN30,7/22/13,0.55728,0.55797,0.55704,0.55797,22155510
VN30,7/23/13,0.55724,0.55968,0.55607,0.55679,21813780
VN30,7/24/13,0.55608,0.55611,0.54819,0.55189,12151110
VN30,7/25/13,0.54755,0.54884,0.54352,0.54415,19474800
VN30,7/26/13,0.54446,0.54667,0.53983,0.54488,19525460
VN30,7/29/13,0.53742,0.53742,0.53742,0.53742,12137940
VN30,7/30/13,0.53745,0.54304,0.53703,0.54178,10209820
VN30,7/31/13,0.54068,0.54369,0.53866,0.54252,7984520
VN30,8/1/13,0.54053,0.54468,0.54027,0.54356,10858540
VN30,8/2/13,0.54439,0.54663,0.54391,0.54559,9147290
VN30,8/5/13,0.54455,0.54871,0.54417,0.54618,8204730
VN30,8/6/13,0.54579,0.54945,0.54457,0.54945,10652190
VN30,8/7/13,0.55032,0.55453,0.54826,0.55329,15047550
VN30,8/8/13,0.55313,0.55675,0.55007,0.55007,9641510
VN30,8/9/13,0.55114,0.55372,0.55054,0.55227,9375750
VN30,8/12/13,0.55318,0.55342,0.54923,0.55007,9506380
VN30,8/13/13,0.5505,0.55392,0.54853,0.55036,12230480
VN30,8/14/13,0.5497,0.55434,0.54753,0.55434,11673660
VN30,8/15/13,0.55435,0.56046,0.55435,0.55907,21009900
VN30,8/16/13,0.55872,0.56112,0.55626,0.55916,19566810
VN30,8/19/13,0.55907,0.56556,0.55871,0.56162,23413480
VN30,8/20/13,0.56054,0.56229,0.55605,0.55752,21024940
VN30,8/21/13,0.5579,0.5579,0.54942,0.55593,17489800
VN30,8/22/13,0.55371,0.55644,0.5467,0.54954,20011910
VN30,8/23/13,0.54969,0.55073,0.53773,0.54208,22414110
VN30,8/26/13,0.54129,0.54338,0.53346,0.54338,16078600
VN30,8/27/13,0.54181,0.54281,0.53857,0.53997,8156540
VN30,8/28/13,0.53029,0.53047,0.52327,0.52862,27014020
VN30,8/29/13,0.52817,0.53103,0.52351,0.52351,17988250
VN30,8/30/13,0.52389,0.53123,0.51775,0.53123,15107880
VN30,9/3/13,0.53115,0.5331,0.52596,0.52792,10046640
VN30,9/4/13,0.52807,0.5305,0.52286,0.52566,14797640
VN30,9/5/13,0.52661,0.5319,0.52391,0.53171,11932050
VN30,9/6/13,0.5328,0.53544,0.52948,0.5348,14582410
VN30,9/9/13,0.53422,0.53422,0.52338,0.52417,13465010
VN30,9/10/13,0.5258,0.53059,0.5258,0.53019,9287410
VN30,9/11/13,0.53143,0.53442,0.52889,0.53191,12175670
VN30,9/12/13,0.53021,0.5326,0.52962,0.53117,8242010
VN30,9/13/13,0.53009,0.5328,0.52908,0.53121,11459240
VN30,9/16/13,0.53254,0.53487,0.52956,0.53199,16668890
VN30,9/17/13,0,0,0,0.53199,0
VN30,9/18/13,0.53615,0.53668,0.53059,0.53163,13243130
VN30,9/19/13,0.53288,0.53704,0.53288,0.53383,14035130
VN30,9/20/13,0.53383,0.53757,0.53227,0.53757,62591670
VN30,9/23/13,0.53547,0.54025,0.53419,0.54025,13946920
VN30,9/24/13,0.53943,0.54437,0.53943,0.54323,22876750
VN30,9/25/13,0.54238,0.54939,0.54235,0.54583,30617190
VN30,9/26/13,0.54542,0.54758,0.5426,0.54583,18273840
VN30,9/27/13,0.54455,0.54756,0.54333,0.54549,16881810
VN30,9/30/13,0.5461,0.55156,0.54543,0.55156,24861410
VN30,10/1/13,0.55171,0.55521,0.54932,0.54963,40195170
VN30,10/2/13,0.55036,0.55416,0.54991,0.55273,21525070
VN30,10/3/13,0,0,0,0.55273,0
VN30,10/4/13,0.54974,0.55227,0.54863,0.55207,17846390
VN30,10/7/13,0.55255,0.55795,0.5523,0.55754,22796900
VN30,10/8/13,0.55783,0.56036,0.55502,0.55855,29153670
VN30,10/9/13,0.55824,0.55899,0.55525,0.55672,17697270
VN30,10/10/13,0.55619,0.55746,0.55186,0.55186,22758350
VN30,10/11/13,0.55216,0.55216,0.55216,0.55216,16840830
VN30,10/14/13,0.55129,0.55268,0.54963,0.55148,11063280
VN30,10/15/13,0.5507,0.5539,0.55058,0.5539,19915060
VN30,10/16/13,0.55314,0.55851,0.55269,0.55715,23977290
VN30,10/18/13,0.55732,0.56003,0.5557,0.55938,19230580
VN30,10/21/13,0.56128,0.56291,0.55925,0.5613,28327220
VN30,10/22/13,0.56022,0.56319,0.55861,0.56036,20459540
VN30,10/23/13,0.56207,0.56578,0.56206,0.56528,27326710
VN30,10/24/13,0.56471,0.56653,0.56147,0.56202,33296690
VN30,10/25/13,0.56301,0.56303,0.55918,0.56057,21909660
VN30,10/28/13,0.5604,0.56084,0.55595,0.55595,16251390
VN30,10/29/13,0,0,0,0.55595,0
VN30,10/30/13,0.55707,0.55887,0.55695,0.55723,10710270
VN30,10/31/13,0.55769,0.55853,0.55511,0.55556,10270440
VN30,11/1/13,0.55692,0.55718,0.55385,0.55473,12220800
VN30,11/4/13,0.55549,0.55593,0.55224,0.55497,16627530
VN30,11/5/13,0.55547,0.55795,0.55283,0.55772,16803280
VN30,11/6/13,0.56022,0.56193,0.55915,0.56193,21066890
VN30,11/7/13,0.56163,0.56275,0.55907,0.55912,28146450
VN30,11/8/13,0.5584,0.55975,0.55715,0.55715,10373660
VN30,11/11/13,0.55702,0.55995,0.55603,0.55932,18937800
VN30,11/12/13,0,0,0,0.55932,0
VN30,11/13/13,0.55433,0.55626,0.55284,0.55309,19380930
VN30,11/14/13,0.55247,0.55573,0.55235,0.55573,18924140
VN30,11/15/13,0,0,0,0.55573,0
VN30,11/18/13,0.56279,0.56705,0.56279,0.56536,35387530
VN30,11/19/13,0.56572,0.56755,0.56489,0.56489,20334110
VN30,11/20/13,0.5648,0.56644,0.56282,0.56644,23864520
VN30,11/21/13,0.56709,0.57165,0.56345,0.56345,41158320
VN30,11/22/13,0.56508,0.56739,0.56287,0.56628,23208230
VN30,11/25/13,0.56666,0.57114,0.56666,0.56742,23758950
VN30,11/26/13,0,0,0,0.56742,0
VN30,11/27/13,0.5711,0.57334,0.5681,0.56833,24717230
VN30,11/28/13,0.56918,0.57085,0.56799,0.57056,16043990
VN30,11/29/13,0.56907,0.57071,0.56813,0.56906,20589980
VN30,12/2/13,0.56966,0.5699,0.56724,0.56887,16927930
VN30,12/3/13,0.56829,0.57572,0.56829,0.57171,37323230
VN30,12/4/13,0.57223,0.57287,0.57046,0.57091,27518870
VN30,12/5/13,0.57069,0.57283,0.56783,0.56918,24494050
VN30,12/6/13,0.56931,0.57154,0.56851,0.57011,20207600
VN30,12/9/13,0.57492,0.57526,0.57275,0.57321,33155520
VN30,12/10/13,0.57415,0.57559,0.57068,0.57213,18692170
VN30,12/11/13,0.57212,0.57228,0.56439,0.56569,28847900
VN30,12/12/13,0,0,0,0.56569,0
VN30,12/13/13,0.56762,0.56969,0.56603,0.56647,15745750
VN30,12/16/13,0.56359,0.56797,0.56093,0.56093,16052310
VN30,12/17/13,0.56188,0.56594,0.56161,0.56594,13958960
VN30,12/18/13,0.56511,0.56655,0.56399,0.56627,13197670
VN30,12/19/13,0.56637,0.56803,0.56532,0.56552,24581040
VN30,12/20/13,0.56598,0.56637,0.56068,0.56068,37626120
VN30,12/23/13,0.56286,0.56679,0.56254,0.56598,23304660
VN30,12/24/13,0.56633,0.56701,0.56285,0.56285,17244600
VN30,12/25/13,0.56368,0.56371,0.55999,0.56118,14080870
VN30,12/26/13,0.56113,0.56475,0.56072,0.56245,17978700
VN30,12/27/13,0.56273,0.56534,0.56228,0.56228,16597760
VN30,12/30/13,0.56227,0.56318,0.55637,0.55637,24078420
VN30,12/31/13,0.55682,0.56354,0.55468,0.5622,18232540
VN30,1/2/14,0.56341,0.56433,0.55989,0.562,14636960
VN30,1/3/14,0.56135,0.56361,0.56098,0.5628,14100180
VN30,1/6/14,0.56389,0.5663,0.56112,0.5663,18331190
VN30,1/7/14,0.56726,0.57139,0.56726,0.56815,23900750
VN30,1/8/14,0.5682,0.57364,0.56661,0.57311,25130860
VN30,1/9/14,0.5724,0.57553,0.5724,0.57553,23410400
VN30,1/10/14,0.57775,0.58107,0.57616,0.57616,29088480
VN30,1/13/14,0.57652,0.579,0.5755,0.57661,25172720
VN30,1/14/14,0.57623,0.58297,0.5758,0.58059,28446290
VN30,1/15/14,0.58212,0.58532,0.58016,0.58307,33365520
VN30,1/16/14,0.58431,0.58946,0.58262,0.58946,30774460
VN30,1/17/14,0.59437,0.61223,0.59437,0.6055,53957380
VN30,1/20/14,0.60709,0.62577,0.60709,0.62069,39268420
VN30,1/21/14,0.62461,0.63408,0.6145,0.63408,36429820
